2023-12-01 02:53:07,467 INFO    StreamThr :54531 [internal.py:wandb_internal():86] W&B internal server running at pid: 54531, started at: 2023-12-01 02:53:07.466225
2023-12-01 02:53:07,469 DEBUG   HandlerThread:54531 [handler.py:handle_request():146] handle_request: status
2023-12-01 02:53:07,476 INFO    WriterThread:54531 [datastore.py:open_for_write():85] open: /home/mac-mvak/code_disk/HiFi-GAN/wandb/offline-run-20231201_025307-gws7byc3/run-gws7byc3.wandb
2023-12-01 02:53:07,582 DEBUG   HandlerThread:54531 [handler.py:handle_request():146] handle_request: run_start
2023-12-01 02:53:07,590 DEBUG   HandlerThread:54531 [system_info.py:__init__():32] System info init
2023-12-01 02:53:07,590 DEBUG   HandlerThread:54531 [system_info.py:__init__():47] System info init done
2023-12-01 02:53:07,590 INFO    HandlerThread:54531 [system_monitor.py:start():194] Starting system monitor
2023-12-01 02:53:07,591 INFO    SystemMonitor:54531 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-01 02:53:07,591 INFO    HandlerThread:54531 [system_monitor.py:probe():214] Collecting system info
2023-12-01 02:53:07,593 INFO    SystemMonitor:54531 [interfaces.py:start():190] Started cpu monitoring
2023-12-01 02:53:07,596 INFO    SystemMonitor:54531 [interfaces.py:start():190] Started disk monitoring
2023-12-01 02:53:07,597 INFO    SystemMonitor:54531 [interfaces.py:start():190] Started gpu monitoring
2023-12-01 02:53:07,599 INFO    SystemMonitor:54531 [interfaces.py:start():190] Started memory monitoring
2023-12-01 02:53:07,601 INFO    SystemMonitor:54531 [interfaces.py:start():190] Started network monitoring
2023-12-01 02:53:07,614 DEBUG   HandlerThread:54531 [system_info.py:probe():196] Probing system
2023-12-01 02:53:07,620 DEBUG   HandlerThread:54531 [system_info.py:_probe_git():181] Probing git
2023-12-01 02:53:07,639 DEBUG   HandlerThread:54531 [system_info.py:_probe_git():189] Probing git done
2023-12-01 02:53:07,639 DEBUG   HandlerThread:54531 [system_info.py:probe():244] Probing system done
