2023-12-01 04:00:49,770 INFO    StreamThr :72361 [internal.py:wandb_internal():86] W&B internal server running at pid: 72361, started at: 2023-12-01 04:00:49.770172
2023-12-01 04:00:49,771 DEBUG   HandlerThread:72361 [handler.py:handle_request():146] handle_request: status
2023-12-01 04:00:49,774 INFO    WriterThread:72361 [datastore.py:open_for_write():85] open: /home/mac-mvak/code_disk/HiFi-GAN/wandb/run-20231201_040049-h5n2a5cl/run-h5n2a5cl.wandb
2023-12-01 04:00:49,775 DEBUG   SenderThread:72361 [sender.py:send():380] send: header
2023-12-01 04:00:49,819 DEBUG   SenderThread:72361 [sender.py:send():380] send: run
2023-12-01 04:00:50,334 INFO    SenderThread:72361 [dir_watcher.py:__init__():211] watching files in: /home/mac-mvak/code_disk/HiFi-GAN/wandb/run-20231201_040049-h5n2a5cl/files
2023-12-01 04:00:50,334 INFO    SenderThread:72361 [sender.py:_start_run_threads():1124] run started: h5n2a5cl with start time 1701392449.770417
2023-12-01 04:00:50,340 DEBUG   HandlerThread:72361 [handler.py:handle_request():146] handle_request: check_version
2023-12-01 04:00:50,340 DEBUG   SenderThread:72361 [sender.py:send_request():407] send_request: check_version
2023-12-01 04:00:50,584 DEBUG   HandlerThread:72361 [handler.py:handle_request():146] handle_request: run_start
2023-12-01 04:00:50,591 DEBUG   HandlerThread:72361 [system_info.py:__init__():32] System info init
2023-12-01 04:00:50,591 DEBUG   HandlerThread:72361 [system_info.py:__init__():47] System info init done
2023-12-01 04:00:50,591 INFO    HandlerThread:72361 [system_monitor.py:start():194] Starting system monitor
2023-12-01 04:00:50,591 INFO    SystemMonitor:72361 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-01 04:00:50,591 INFO    HandlerThread:72361 [system_monitor.py:probe():214] Collecting system info
2023-12-01 04:00:50,592 INFO    SystemMonitor:72361 [interfaces.py:start():190] Started cpu monitoring
2023-12-01 04:00:50,592 INFO    SystemMonitor:72361 [interfaces.py:start():190] Started disk monitoring
2023-12-01 04:00:50,593 INFO    SystemMonitor:72361 [interfaces.py:start():190] Started gpu monitoring
2023-12-01 04:00:50,593 INFO    SystemMonitor:72361 [interfaces.py:start():190] Started memory monitoring
